timestamp,unit_ts,hkt,tradeid,price,quantity
1709290491.7828,1709290491,2024-03-01 18:54:51,1709290491837360000,61982.00000,0.00010000
1709290494.087297,1709290494,2024-03-01 18:54:54,1709290494142255000,61981.90000,0.23790144
1709290494.087297,1709290494,2024-03-01 18:54:54,1709290494142585000,61981.90000,0.08379856
1709290500.854845,1709290500,2024-03-01 18:55:00,1709290500909890000,61982.00000,0.00126333
1709290500.854845,1709290500,2024-03-01 18:55:00,1709290500910155000,61997.80000,0.00023179
1709290500.975293,1709290500,2024-03-01 18:55:00,1709290501030434000,61997.80000,0.02880162
1709290500.976444,1709290500,2024-03-01 18:55:00,1709290501033522000,61997.80000,0.00100000
